<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
Dollar,d,20180409,000000,56450.0000,60480.0000,56450.0000,58650.0000,0,58650.0000,43788
Dollar,d,20180411,000000,54500.0000,54500.0000,54500.0000,54500.0000,0,54500.0000,43788
Dollar,d,20180415,000000,55350.0000,55500.0000,54500.0000,55000.0000,0,55000.0000,43788
Dollar,d,20180416,000000,55500.0000,56300.0000,55500.0000,55920.0000,0,55920.0000,43788
Dollar,d,20180417,000000,55900.0000,56050.0000,55300.0000,55300.0000,0,55300.0000,43788
Dollar,d,20180418,000000,54600.0000,55200.0000,54000.0000,54000.0000,0,54000.0000,43788
Dollar,d,20180419,000000,54200.0000,54500.0000,53950.0000,54300.0000,0,54300.0000,43788
Dollar,d,20180421,000000,54900.0000,55200.0000,54500.0000,54700.0000,0,54700.0000,43788
Dollar,d,20180422,000000,54500.0000,54600.0000,54400.0000,54400.0000,0,54400.0000,43788
Dollar,d,20180423,000000,54650.0000,54900.0000,54600.0000,54900.0000,0,54900.0000,43788
Dollar,d,20180424,000000,55150.0000,55150.0000,54900.0000,55050.0000,0,55050.0000,43788
Dollar,d,20180425,000000,55200.0000,55600.0000,55200.0000,55600.0000,0,55600.000,43788
Dollar,d,20180426,000000,55650.0000,55750.0000,55650.0000,55650.0000,0,55650.0000,43788
Dollar,d,20180428,000000,55750.0000,55800.0000,55700.0000,55800.0000,0,55800.000,43788
Dollar,d,20180429,000000,56700.0000,56900.0000,56700.0000,56900.0000,0,56900.0000,43788
Dollar,d,20180430,000000,57300.0000,58400.0000,57300.0000,58400.0000,0,58400.000,43788
Dollar,d,20180501,000000,59000.0000,60200.0000,59000.0000,60050.0000,0,60050.0000,43788
Dollar,d,20180503,000000,61100.0000,61500.0000,61000.0000,61400.0000,0,61400.000,43788
Dollar,d,20180505,000000,61800.0000,65400.0000,61800.0000,65100.0000,0,65100.000,43788
Dollar,d,20180506,000000,68600.0000,70300.0000,65500.0000,66500.0000,0,66500.0000,43788
Dollar,d,20180507,000000,66000.0000,66000.0000,63800.0000,63800.0000,0,63800.0000,43788
Dollar,d,20180508,000000,63800.0000,65500.0000,62000.0000,63000.0000,0,63000.0000,43788
Dollar,d,20180509,000000,63000.0000,70000.0000,63000.0000,70000.0000,0,70000.0000,43788
Dollar,d,20180510,000000,70000.0000,70000.0000,66700.0000,66700.0000,0,66700.000,43788
Dollar,d,20180512,000000,67000.0000,67000.0000,66400.0000,66400.0000,0,66400.000,43788
Dollar,d,20180513,000000,66400.0000,66500.0000,64000.0000,64600.0000,0,64600.0000,43788
Dollar,d,20180514,000000,65000.0000,65000.0000,61000.0000,61300.0000,0,61300.0000,43788
Dollar,d,20180515,000000,61300.0000,61800.0000,61300.0000,61400.0000,0,61400.0000,43788
Dollar,d,20180516,000000,61400.0000,62500.0000,61400.0000,62200.0000,0,62200.0000,43788
Dollar,d,20180517,000000,62200.0000,62200.0000,61800.0000,61900.0000,0,61900.0000,43788
Dollar,d,20180519,000000,61900.0000,62500.0000,61900.0000,62500.0000,0,62500.0000,43788
Dollar,d,20180520,000000,62500.0000,62500.0000,60800.0000,61500.0000,0,61500.0000,43788
Dollar,d,20180521,000000,61500.0000,64000.0000,61500.0000,63500.0000,0,63500.0000,43788
Dollar,d,20180522,000000,63500.0000,65000.0000,62500.0000,62500.0000,0,62500.0000,43788
Dollar,d,20180523,000000,62500.0000,63500.0000,62500.0000,62000.0000,0,62000.0000,43788
Dollar,d,20180524,000000,62000.0000,63500.0000,62000.0000,63000.0000,0,63000.0000,43788
Dollar,d,20180526,000000,63000.0000,63500.0000,61500.0000,62500.0000,0,62500.0000,43788
Dollar,d,20180527,000000,62500.0000,63500.0000,62500.0000,63000.0000,0,63000.0000,43788
Dollar,d,20180528,000000,63000.0000,63500.0000,63500.0000,63000.0000,0,63000.0000,43788
Dollar,d,20180529,000000,63000.0000,66500.0000,63000.0000,65000.0000,0,65000.0000,43788
Dollar,d,20180530,000000,64000.0000,65500.0000,64000.0000,65500.0000,0,65500.0000,43788
Dollar,d,20180531,000000,64000.0000,65000.0000,64000.0000,65000.0000,0,65000.0000,43788
Dollar,d,20180602,000000,65000.0000,64300.0000,64000.0000,64300.0000,0,64300.0000,43788
Dollar,d,20180603,000000,64300.0000,64300.0000,64000.0000,64300.0000,0,64300.000,43788
Dollar,d,20180604,000000,64300.0000,65000.0000,64000.0000,65000.0000,0,65000.0000,43788
Dollar,d,20180605,000000,65000.0000,65300.0000,65000.0000,65300.0000,0,65300.000,43788
Dollar,d,20180606,000000,65300.0000,65300.0000,65000.0000,65300.0000,0,65300.0000,43788
Dollar,d,20180607,000000,65300.0000,65300.0000,65100.0000,65300.0000,0,65300.000,43788
Dollar,d,20180609,000000,65100.0000,65500.0000,65100.0000,65500.0000,0,65500.0000,43788
Dollar,d,20180610,000000,65100.0000,67300.0000,65100.0000,66800.0000,0,66800.000,43788
Dollar,d,20180611,000000,66800.0000,68800.0000,66800.0000,68800.0000,0,68800.000,43788
Dollar,d,20180612,000000,68800.0000,72000.0000,68800.0000,70700.0000,0,70700.0000,43788
Dollar,d,20180613,000000,70700.0000,72600.0000,70700.0000,71200.0000,0,71200.0000,43788
Dollar,d,20180614,000000,71200.0000,71500.0000,68600.0000,69800.0000,0,69800.0000,43788
Dollar,d,20180616,000000,69800.0000,70000.0000,69500.0000,69500.0000,0,69500.0000,43788
Dollar,d,20180617,000000,69500.0000,70800.0000,68200.0000,70400.0000,0,70400.000,43788
Dollar,d,20180618,000000,70400.0000,71800.0000,70400.0000,70700.0000,0,70700.000,43788
Dollar,d,20180619,000000,70700.0000,72800.0000,70400.0000,72700.0000,0,72700.0000,43788
Dollar,d,20180620,000000,72700.0000,73700.0000,72700.0000,73000.0000,0,73000.0000,43788
Dollar,d,20180621,000000,73000.0000,74800.0000,73000.0000,74700.0000,0,74700.0000,43788
Dollar,d,20180623,000000,74700.0000,81200.0000,74700.0000,79200.0000,0,79200.0000,43788
Dollar,d,20180624,000000,79800.0000,90000.0000,79800.0000,89000.0000,0,89000.0000,43788
Dollar,d,20180625,000000,89000.0000,89000.0000,83000.0000,84500.0000,0,84500.0000,43788
Dollar,d,20180626,000000,84500.0000,84500.0000,78000.0000,78500.0000,0,78500.0000,43788
Dollar,d,20180627,000000,78500.0000,80000.0000,77500.0000,79800.0000,0,79800.0000,43788
Dollar,d,20180628,000000,79800.0000,84500.0000,79800.0000,81800.0000,0,81800.0000,43788
Dollar,d,20180630,000000,81800.0000,82200.0000,80450.0000,80450.0000,0,80450.0000,43788
Dollar,d,20180701,000000,80400.0000,84500.0000,79000.0000,83500.0000,0,83500.0000,43788
Dollar,d,20180702,000000,83400.0000,84500.0000,83000.0000,82500.0000,0,82500.0000,43788
Dollar,d,20180703,000000,82400.0000,82500.0000,80000.0000,81900.0000,0,81900.0000,43788
Dollar,d,20180704,000000,81900.0000,81900.0000,80000.0000,80200.0000,0,80200.0000,43788
Dollar,d,20180705,000000,80200.0000,80400.0000,78000.0000,78500.0000,0,78500.0000,43788
Dollar,d,20180707,000000,80200.0000,80400.0000,78800.0000,80000.0000,0,80000.0000,43788
Dollar,d,20180708,000000,80000.0000,80100.0000,78800.0000,79350.0000,0,79350.0000,43788
Dollar,d,20180709,000000,79350.0000,80100.0000,79300.0000,79450.0000,0,79450.0000,43788
Dollar,d,20180710,000000,79400.0000,79800.0000,78500.0000,78000.0000,0,78000.000,43788
Dollar,d,20180711,000000,78000.0000,78000.0000,76500.0000,77300.0000,0,77300.0000,43788
Dollar,d,20180712,000000,77000.0000,78500.0000,77000.0000,78300.0000,0,78300.000,43788
Dollar,d,20180713,000000,78300.0000,80000.0000,77700.0000,79700.0000,0,79700.0000,43788
Dollar,d,20180714,000000,79700.0000,81000.0000,79000.0000,80800.0000,0,80800.000,43788
Dollar,d,20180715,000000,80800.0000,82500.0000,80700.0000,81000.0000,0,81000.0000,43788
Dollar,d,20180716,000000,81000.0000,81500.0000,79000.0000,79450.0000,0,79450.000,43788
Dollar,d,20180717,000000,79200.0000,81500.0000,78800.0000,80900.0000,0,80900.000,43788
Dollar,d,20180718,000000,81600.0000,81700.0000,80900.0000,81500.0000,0,81500.0000,43788
Dollar,d,20180719,000000,81500.0000,82800.0000,81300.0000,82800.0000,0,82800.0000,43788
Dollar,d,20180721,000000,82800.0000,85100.0000,82600.0000,84300.0000,0,84300.0000,43788
Dollar,d,20180722,000000,84300.0000,90300.0000,84300.0000,89300.0000,0,89300.0000,43788
Dollar,d,20180723,000000,90000.0000,94300.0000,90000.0000,94100.0000,0,94100.000,43788
Dollar,d,20180724,000000,94000.0000,95000.0000,91300.0000,92400.0000,0,92400.000,43788
Dollar,d,20180725,000000,92000.0000,93400.0000,91000.0000,91000.0000,0,91000.0000,43788
Dollar,d,20180726,000000,91600.0000,93400.0000,91600.0000,92300.0000,0,92300.0000,43788
Dollar,d,20180728,000000,93600.0000,97900.0000,93600.0000,97900.0000,0,97900.0000,43788
Dollar,d,20180729,000000,98000.0000,110000.0000,98000.0000,108000.0000,0,108000.0000,43788
Dollar,d,20180730,000000,109000.0000,120000.0000,106000.0000,120000.0000,0,120000.0000,43788
Dollar,d,20180731,000000,114000.0000,114000.0000,105000.0000,105000.0000,0,105000.0000,43788
Dollar,d,20180801,000000,107000.0000,114000.0000,103000.0000,104000.0000,0,104000.0000,43788
Dollar,d,20180802,000000,106000.0000,109000.0000,106000.0000,108000.0000,0,108000.0000,43788
Dollar,d,20180804,000000,107500.0000,107500.0000,100000.0000,100000.0000,0,100000.0000,43788
Dollar,d,20180805,000000,101000.0000,101000.0000,101000.0000,101000.0000,0,101000.0000,43788
Dollar,d,20180806,000000,98000.0000,98000.0000,98000.0000,98000.0000,0,98000.0000,43788
Dollar,d,20180807,000000,97000.0000,97000.0000,97000.0000,97000.0000,0,97000.0000,43788
Dollar,d,20180808,000000,98000.0000,98000.0000,98000.0000,98000.0000,0,98000.0000,43788
Dollar,d,20180811,000000,108000.0000,108000.0000,108000.0000,108000.0000,0,108000.0000,43788
Dollar,d,20180812,000000,105000.0000,105000.0000,105000.0000,105000.0000,0,105000.0000,43788
Dollar,d,20180813,000000,106000.0000,106000.0000,106000.0000,106000.0000,0,106000.0000,43788
Dollar,d,20180814,000000,109000.0000,109000.0000,109000.0000,109000.0000,0,109000.0000,43788
Dollar,d,20180815,000000,108500.0000,108500.0000,108500.0000,108500.0000,0,108500.0000,43788
Dollar,d,20180816,000000,106800.0000,106800.0000,106800.0000,106800.0000,0,106800.000,43788
Dollar,d,20180818,000000,105500.0000,105500.0000,105500.0000,105500.0000,0,105500.0000,43788
Dollar,d,20180819,000000,104000.0000,104000.0000,104000.0000,104000.0000,0,104000.000,43788
Dollar,d,20180820,000000,105800.0000,105800.0000,105800.0000,105800.0000,0,105800.0000,43788
Dollar,d,20180821,000000,107000.0000,107000.0000,107000.0000,107000.0000,0,107000.000,43788
Dollar,d,20180825,000000,106500.0000,106500.0000,106500.0000,106500.0000,0,106500.0000,43788
Dollar,d,20180826,000000,106500.0000,106500.0000,106500.0000,106500.0000,0,106500.000,43788
Dollar,d,20180827,000000,109000.0000,109000.0000,109000.0000,109000.0000,0,109000.000,43788
Dollar,d,20180828,000000,111000.0000,111000.0000,111000.0000,111000.0000,0,111000.0000,43788
Dollar,d,20180829,000000,111200.0000,111200.0000,111200.0000,111200.0000,0,111200.0000,43788
Dollar,d,20180901,000000,112500.0000,112500.0000,112500.0000,112500.0000,0,112500.0000,43788
Dollar,d,20180902,000000,119000.0000,119000.0000,119000.0000,119000.0000,0,119000.0000,43788
Dollar,d,20180903,000000,131000.0000,131000.0000,131000.0000,131000.0000,0,131000.000,43788
Dollar,d,20180904,000000,140000.0000,140000.0000,140000.0000,140000.0000,0,140000.000,43788
Dollar,d,20180905,000000,144000.0000,144000.0000,144000.0000,144000.0000,0,144000.0000,43788
Dollar,d,20180906,000000,140000.0000,140000.0000,140000.0000,140000.0000,0,140000.0000,43788
Dollar,d,20180908,000000,131000.0000,131000.0000,131000.0000,131000.0000,0,131000.0000,43788
Dollar,d,20180909,000000,127000.0000,127000.0000,127000.0000,127000.0000,0,127000.0000,43788
Dollar,d,20180910,000000,138000.0000,138000.0000,138000.0000,138000.0000,0,138000.0000,43788
Dollar,d,20180911,000000,142000.0000,142000.0000,142000.0000,142000.0000,0,142000.0000,43788
Dollar,d,20180912,000000,139000.0000,139000.0000,139000.0000,139000.0000,0,139000.0000,43788
Dollar,d,20180913,000000,137210.0000,137650.0000,137210.0000,137650.0000,0,137650.0000,43788
Dollar,d,20180915,000000,138580.0000,139570.0000,135450.0000,139070.0000,0,139070.0000,43788
Dollar,d,20180916,000000,143000.0000,147910.0000,139440.0000,142700.0000,0,142700.0000,43788
Dollar,d,20180917,000000,142450.0000,143660.0000,140180.0000,143650.0000,0,143650.0000,43788
Dollar,d,20180918,000000,144410.0000,145880.0000,142640.0000,145880.0000,0,145880.0000,43788
Dollar,d,20180919,000000,145230.0000,145390.0000,145100.0000,145290.0000,0,145290.0000,43788
Dollar,d,20180922,000000,141980.0000,145820.0000,141980.0000,143900.0000,0,143900.0000,43788
Dollar,d,20180923,000000,143580.0000,153400.0000,140510.0000,149340.0000,0,149340.0000,43788
Dollar,d,20180924,000000,149870.0000,161950.0000,149320.0000,160000.0000,0,160000.0000,43788
Dollar,d,20180925,000000,159970.0000,171300.0000,155810.0000,169990.0000,0,169990.0000,43788
Dollar,d,20180926,000000,170000.0000,193560.0000,161430.0000,186680.0000,0,186680.0000,43788
Dollar,d,20180927,000000,186230.0000,186300.0000,168320.0000,175390.0000,0,175390.000,43788
Dollar,d,20180929,000000,172130.0000,178020.0000,163840.0000,172310.0000,0,172310.0000,43788
Dollar,d,20180930,000000,172750.0000,174540.0000,156110.0000,170220.0000,0,170220.000,43788
Dollar,d,20181001,000000,170580.0000,172850.0000,144620.0000,151770.0000,0,151770.0000,43788
Dollar,d,20181002,000000,138000.0000,138000.0000,121000.0000,121000.0000,0,121000.000,43788
Dollar,d,20181004,000000,140500.0000,140500.0000,140500.0000,140500.0000,0,140500.0000,43788
Dollar,d,20181005,000000,140500.0000,140500.0000,140500.0000,140500.0000,0,140500.000,43788
Dollar,d,20181006,000000,133000.0000,133000.0000,133000.0000,133000.0000,0,133000.000,43788
Dollar,d,20181007,000000,143500.0000,143500.0000,143500.0000,143500.0000,0,143500.0000,43788
Dollar,d,20181008,000000,141500.0000,141500.0000,141500.0000,141500.0000,0,141500.0000,43788
Dollar,d,20181009,000000,149000.0000,149000.0000,149000.0000,149000.0000,0,149000.0000,43788
Dollar,d,20181010,000000,146500.0000,146500.0000,146500.0000,146500.0000,0,146500.0000,43788
Dollar,d,20181011,000000,144500.0000,144500.0000,144500.0000,144500.0000,0,144500.000,43788
Dollar,d,20181012,000000,144500.0000,144500.0000,144500.0000,144500.0000,0,144500.000,43788
Dollar,d,20181013,000000,141500.0000,141500.0000,141500.0000,141500.0000,0,141500.0000,43788
Dollar,d,20181014,000000,137500.0000,137500.0000,137500.0000,137500.0000,0,137500.0000,43788
Dollar,d,20181015,000000,141000.0000,141000.0000,141000.0000,141000.0000,0,141000.0000,43788
Dollar,d,20181016,000000,142000.0000,142000.0000,142000.0000,142000.0000,0,142000.0000,43788
Dollar,d,20181017,000000,139500.0000,139500.0000,139500.0000,139500.0000,0,139500.0000,43788
Dollar,d,20181018,000000,138000.0000,138000.0000,138000.0000,138000.0000,0,138000.0000,43788
Dollar,d,20181019,000000,138000.0000,138000.0000,138000.0000,138000.0000,0,138000.0000,43788
Dollar,d,20181020,000000,135500.0000,135500.0000,135500.0000,135500.0000,0,135500.0000,43788
Dollar,d,20181021,000000,139500.0000,139500.0000,139500.0000,139500.0000,0,139500.0000,43788
Dollar,d,20181022,000000,139500.0000,139500.0000,139500.0000,139500.0000,0,139500.0000,43788
Dollar,d,20181023,000000,138000.0000,138000.0000,138000.0000,138000.0000,0,138000.0000,43788
Dollar,d,20181024,000000,137500.0000,137500.0000,137500.0000,137500.0000,0,137500.0000,43788
Dollar,d,20181025,000000,137500.0000,137500.0000,137500.0000,137500.0000,0,137500.0000,43788
Dollar,d,20181026,000000,137500.0000,137500.0000,137500.0000,137500.0000,0,137500.0000,43788
Dollar,d,20181027,000000,141500.0000,141500.0000,141500.0000,141500.0000,0,141500.0000,43788
Dollar,d,20181028,000000,145000.0000,145000.0000,145000.0000,145000.0000,0,145000.0000,43788
Dollar,d,20181029,000000,146000.0000,146000.0000,146000.0000,146000.0000,0,146000.0000,43788
Dollar,d,20181030,000000,146000.0000,146000.0000,146000.0000,146000.0000,0,146000.0000,43788
Dollar,d,20181031,000000,152000.0000,152000.0000,152000.0000,152000.0000,0,152000.000,43788
Dollar,d,20181101,000000,144000.0000,144000.0000,144000.0000,144000.0000,0,144000.0000,43788
Dollar,d,20181102,000000,144000.0000,144000.0000,144000.0000,144000.0000,0,144000.000,43788
Dollar,d,20181103,000000,144000.0000,144000.0000,144000.0000,144000.0000,0,144000.0000,43788
Dollar,d,20181104,000000,148500.0000,148500.0000,148500.0000,148500.0000,0,148500.000,43788
Dollar,d,20181105,000000,148000.0000,148000.0000,148000.0000,148000.0000,0,148000.0000,43788
Dollar,d,20181106,000000,146000.0000,146000.0000,146000.0000,146000.0000,0,146000.000,43788
Dollar,d,20181107,000000,146000.0000,146000.0000,146000.0000,146000.0000,0,146000.000,43788
Dollar,d,20181108,000000,146000.0000,146000.0000,146000.0000,146000.0000,0,146000.0000,43788
Dollar,d,20181109,000000,146000.0000,146000.0000,146000.0000,146000.0000,0,146000.0000,43788
Dollar,d,20181110,000000,143500.0000,143500.0000,143500.0000,143500.0000,0,143500.0000,43788
Dollar,d,20181111,000000,140000.0000,140000.0000,140000.0000,140000.0000,0,140000.0000,43788
Dollar,d,20181112,000000,138000.0000,138000.0000,138000.0000,138000.0000,0,138000.000,43788
Dollar,d,20181113,000000,134500.0000,134500.0000,134500.0000,134500.0000,0,134500.000,43788
Dollar,d,20181114,000000,129500.0000,129500.0000,129500.0000,129500.0000,0,129500.0000,43788
Dollar,d,20181115,000000,119000.0000,119000.0000,118400.0000,118400.0000,0,118400.0000,43788
